"birthyear","race","gender","att","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","online.length","study.choice","RID","online.why","com"
14,1,2,2,2,5,1,1,1,1,8,4,5,3,3,2,4,6,3,2,5,4,1,"si.supp",3,3.9,3,"m.opp",2,4.3,1,2,2,"5fdcfae4-253e-fc27-a158-d91b308a8c43",NA,"I loved this survey "
57,1,1,2,4,3,1,1,3,1,10,5,4,5,5,5,6,4,5,4,5,4,4,"si.opp",5,9.8,3,"si.opp",4,7.2,5,5,2,"5fdcf97e-dba2-789b-c26e-5d27a342a406","entertainment","no"
40,1,1,2,2,4,2,1,2,2,9,5,5,5,5,5,6,2,3,2,5,2,3,"si.opp",3,5.4,3,"m.supp",3,5.2,5,4,2,"5fdcfb8b-1527-8670-dfc2-cff17d745a27","Gold for game","Good survey overall"
1,1,1,2,1,2,2,1,2,2,9,5,5,5,5,6,6,4,5,3,5,1,5,"m.opp",2,2.5,3,"control",4,7,5,5,1,"5fdcfb12-e0fb-cb2c-04ea-b108880cf132","Earn extra money",NA
60,1,1,2,4,5,1,2,1,2,12,4,5,5,5,6,1,2,5,2,6,2,3,"m.opp",4,8,3,"si.opp",4,8.4,5,4,2,"5fdcfb44-9790-7a2a-a4cb-14105270cc5b","2019",NA
6,3,1,2,1,3,1,1,1,1,12,1,1,1,1,1,6,5,1,1,6,1,3,"si.supp",5,8.1,3,"control",5,10,4,4,4,"5fdcfc37-7425-b88f-48b1-ed7a1dc7a6ce","1 year ago",NA
7,2,2,2,2,4,2,2,2,1,12,3,4,1,4,4,3,5,3,1,3,5,4,"si.opp",3,5.5,3,"m.supp",2,5.1,5,1,2,"5fdcfcba-c7ff-2208-1ebe-26ddaaaf8725","for gems in a game","no comment"
42,1,1,2,1,3,3,3,3,3,9,1,2,4,2,6,6,4,6,4,6,1,6,"m.supp",3,4,3,"m.opp",2,5.4,5,1,6,"5fdcfafd-46cb-3671-e6c2-1f00e0bdb076","Credit on phone bill ",NA
30,1,1,2,6,4,2,1,3,2,9,4,4,5,5,5,5,3,4,5,6,3,2,"m.supp",4,5.8,3,"m.supp",4,7.5,5,5,6,"5fdcfc87-c2a4-ddd1-04fd-40358f04104f","Rewards ",NA
33,1,1,2,2,4,1,1,1,1,9,5,5,5,5,6,6,1,1,1,6,6,6,"si.opp",5,10,7,"si.supp",5,10,5,5,1,"5fdcfd8a-d6f7-dfe6-f738-54f7b87c4cfe","money","loved it"
20,1,1,2,2,3,3,1,2,1,9,4,4,4,4,5,1,1,2,5,6,1,1,"si.opp",1,1,3,"m.supp",1,1,5,5,6,"5fdcfdd8-8668-e40d-1983-90c4fb4682dc","Bitcoin","Good survey"
20,1,1,2,2,3,3,1,2,1,9,4,4,4,4,5,1,1,2,5,6,1,1,"si.opp",1,1,3,"m.supp",1,1,5,5,6,"5fdcfdd8-8668-e40d-1983-90c4fb4682dc","Bitcoin","Good survey"
18,1,1,2,2,6,2,2,2,2,12,3,1,3,5,5,4,4,3,2,3,2,3,"m.supp",2,7.2,2,"m.opp",3,6.9,4,2,6,"5fdcfdf8-78b2-8a80-12a6-092b54758411","Gaming ",NA
39,1,1,2,2,4,2,1,2,1,9,1,1,4,4,6,5,3,6,1,1,3,4,"control",3,5.6,3,"m.opp",3,5.6,5,5,2,"5fdcfd64-c185-78e7-41fb-c10cfc0eeaaa","to earn gift cards for vacation",NA
18,1,1,2,2,6,3,1,2,1,12,3,3,5,5,4,6,3,5,3,NA,NA,NA,"m.opp",3,4.8,4,"si.opp",3,6,3,2,2,"5fdcfe38-0d30-90dc-2664-69cad7ab3ea0",NA,NA
1,1,1,2,1,5,1,1,3,3,11,5,5,5,6,6,6,4,2,5,6,5,1,"m.supp",5,9.2,3,"si.opp",5,10,5,5,2,"5fdcfd01-2693-6f86-9bd4-e78ab5707c26","Make my opinion heard",NA
12,3,1,2,2,3,3,1,3,3,14,2,2,4,4,4,3,3,5,5,4,4,3,"m.supp",4,6.5,3,"m.supp",3,7.1,5,2,1,"5fdcfe17-6ac2-a220-b1e1-a505aa5cd4c2","giftcards",NA
18,1,1,2,2,2,3,3,3,3,9,3,3,6,4,6,1,3,5,3,3,3,5,"m.supp",4,7.4,3,"control",3,5,5,3,2,"5fdcfe7a-416b-3b80-37a2-6f099acda0af","moeny",NA
46,1,1,2,1,6,3,2,3,1,13,3,1,5,5,1,3,2,6,4,6,4,2,"si.opp",4,7.6,3,"si.supp",4,8.3,5,1,2,"5fdcfed5-a895-b495-8108-ab558adc9a75","Part of game playing ",NA
1,1,1,2,6,2,2,1,2,1,10,3,4,5,4,6,1,3,3,4,NA,NA,NA,"m.opp",3,6.1,1,"m.supp",4,7.3,5,1,1,"5fdcfd98-f93e-9a40-533f-58f4f7681df6","Extra cash ",NA
48,1,1,2,4,3,2,1,2,2,10,5,5,5,6,6,4,3,6,5,6,4,4,"m.supp",3,5.8,3,"si.supp",3,5.4,4,5,2,"5fdcfea3-bd7c-ec5a-ba89-bcef0e24cb38","To gain points for my Swagbucjs account","This was a rather easy survey to complete."
1,3,1,2,2,4,3,3,3,3,9,1,3,5,3,5,1,6,6,6,6,5,4,"si.opp",4,7.4,1,"control",5,10,2,1,3,"5fdcffd3-e164-289b-bd86-9865d4a5e6b9","Free stuff","Nun"
1,3,1,2,2,4,3,3,3,3,9,1,3,5,3,5,1,6,6,6,6,5,4,"si.opp",4,7.4,1,"control",5,10,2,1,3,"5fdcffd3-e164-289b-bd86-9865d4a5e6b9","Free stuff","Nun"
1,1,1,2,1,6,3,1,2,2,10,5,5,6,6,6,1,6,5,1,6,3,1,"si.supp",4,5,3,"si.supp",1,1.5,5,2,1,"5fdcfe3b-862b-a404-274d-b5384b32d5fa","To get rewarded for games to play",NA
50,1,1,2,2,7,3,1,2,1,14,4,3,4,2,5,2,1,2,1,4,1,1,"m.supp",1,4.9,3,"m.opp",4,7.5,5,5,3,"5fdcff5f-c19e-950e-841a-6ff931b41af9","fun, boredom",NA
33,1,1,2,1,7,1,1,3,3,13,5,5,2,6,5,1,2,5,6,5,6,6,"si.supp",5,9.8,3,"si.supp",5,9.8,4,4,2,"5fdcffe6-f9ca-8909-27b3-2385e15650ab","like very much","good"
29,1,1,2,6,3,4,1,3,3,9,2,3,5,5,4,5,5,4,4,6,5,3,"m.supp",3,4.9,3,"si.supp",4,6.2,5,5,6,"5fdcff5e-ea23-e151-9b14-1f46829b871a","Rewards",NA
14,1,1,2,2,4,2,2,2,2,12,4,3,3,4,5,2,3,6,4,6,4,5,"m.opp",4,5,3,"si.opp",3,5,5,1,2,"5fdcff78-e8ba-39b7-5a7f-d3dda9f86595","Just for a few extra free income ","I think the survey was fine I didn’t have any problems with the font size or anything. It flows very well and easy."
1,1,1,2,1,6,2,2,2,2,12,5,5,5,5,6,2,1,5,4,6,2,1,"si.opp",3,5,3,"si.supp",4,8,5,5,6,"5fdd0032-d6d0-9ce9-bd7a-833bfa9f0909","Rewards and I like to give feedback","Straightforward survey"
1,1,1,2,4,2,1,1,2,1,9,5,5,6,6,6,6,5,3,5,6,5,5,"m.supp",5,7.2,3,"m.opp",3,8.1,7,4,6,"5fdcffaf-ebeb-b8ae-61fd-df4c7e4b7969",".give option",NA
49,1,1,2,4,2,1,1,1,1,10,6,6,6,6,6,6,1,2,1,6,2,4,"control",5,10,3,"m.opp",1,1,5,5,4,"5fdcfbd7-70b3-ae65-ec0e-105c58f51f59","To learn about things and to earn gratuities ","Thanks for letting me take part in this different style of survey "
1,3,1,2,1,2,4,2,3,3,9,6,5,5,6,6,6,1,5,1,3,1,5,"m.supp",5,8.7,3,"m.opp",5,8.9,5,1,6,"5fdd347a-be3c-e64f-bd29-fc1f852bd081","My opinion could help","Easy to fill survey"
1,1,1,2,4,2,3,3,3,3,10,6,6,6,6,6,6,4,5,6,6,2,3,"control",4,8.2,3,"si.opp",5,9.6,5,5,1,"5fdd64eb-a5b8-b569-bb4a-abe07d741b10","For extra money","There are some questions that need solutions"
1,3,1,2,4,3,1,1,2,2,12,5,5,6,6,5,5,2,5,5,5,4,1,"si.opp",4,8.2,3,"m.supp",5,9.3,5,1,2,"5fdd8ef6-218f-42c3-c9c2-3f4527bd042f","Fun and interesting","Not at this time."
38,3,1,2,2,6,1,1,3,3,9,1,1,1,4,4,4,6,2,5,6,1,1,"si.supp",3,1,3,"m.opp",3,1,5,1,3,"5fddf09b-8940-a1ee-22aa-c97ab2d8c465","Idk","None"
22,1,2,2,5,5,2,1,3,3,9,5,5,5,6,6,2,1,1,1,3,1,1,"si.supp",4,5,3,"m.supp",5,8.9,5,1,6,"5fdcf019-a753-c364-2aee-29996ed1d57c","I am interested in trying new products",NA
1,1,1,2,1,3,3,2,2,2,10,5,5,5,6,6,6,2,2,1,6,1,1,"m.supp",5,8.8,5,"m.opp",4,9,6,5,3,"5fdf2af8-522e-9167-289b-b876ed6d83d3","for points","i like the survey. simple but to the point!!"
5,2,1,2,3,7,1,1,3,3,10,6,6,6,6,6,6,1,6,1,1,1,5,"m.opp",5,5.8,2,"m.opp",1,4.8,7,5,6,"5fdf73a7-04d0-2c47-215e-11f1522dd28b","I don't know",NA
1,2,2,2,2,4,1,1,1,1,7,6,4,1,4,4,2,5,2,1,5,2,1,"m.opp",3,6.4,5,"si.opp",3,5.1,5,4,1,"5fdf740e-b833-dcd9-3c81-50f445c52282","the for ","no"
8,2,1,2,2,7,1,1,1,1,13,1,4,3,3,3,3,3,3,4,3,4,3,"si.opp",3,5,3,"si.opp",3,4.5,3,1,6,"5fdf747c-0462-1b3e-13b9-2b3df3511ea9","So I can g","None"
10,1,2,2,6,1,4,3,3,3,9,1,1,1,1,1,1,1,1,1,1,1,1,"control",5,8.7,4,"si.opp",1,8.7,3,3,1,"5fdf7417-7a61-5db2-cc9b-311e3b6012a2","Money","Fdjj"
10,1,2,2,6,1,4,3,3,3,9,1,1,1,1,1,1,1,1,1,1,1,1,"control",5,8.7,4,"si.opp",1,8.7,3,3,1,"5fdf7417-7a61-5db2-cc9b-311e3b6012a2","Money","Fdjj"
1,1,2,2,5,1,2,1,3,3,4,4,4,4,NA,NA,3,3,3,3,4,3,3,"si.opp",3,1,3,"si.supp",3,1,1,1,6,"5fdf740e-0813-de3b-392b-c78bfdb52a0b",NA,"None"
1,1,2,2,5,1,2,1,3,3,4,4,4,4,NA,NA,3,3,3,3,4,3,3,"si.opp",3,1,3,"si.supp",3,1,1,1,6,"5fdf740e-0813-de3b-392b-c78bfdb52a0b",NA,"None"
1,1,2,2,5,1,2,1,3,3,4,4,4,4,NA,NA,3,3,3,3,4,3,3,"si.opp",3,1,3,"si.supp",3,1,1,1,6,"5fdf740e-0813-de3b-392b-c78bfdb52a0b",NA,"None"
1,1,2,2,5,1,2,1,3,3,4,4,4,4,NA,NA,3,3,3,3,4,3,3,"si.opp",3,1,3,"si.supp",3,1,1,1,6,"5fdf740e-0813-de3b-392b-c78bfdb52a0b",NA,"None"
1,1,2,2,5,1,2,1,3,3,4,4,4,4,NA,NA,3,3,3,3,4,3,3,"si.opp",3,1,3,"si.supp",3,1,1,1,6,"5fdf740e-0813-de3b-392b-c78bfdb52a0b",NA,"None"
1,1,2,2,5,1,2,1,3,3,4,4,4,4,NA,NA,3,3,3,3,4,3,3,"si.opp",3,1,3,"si.supp",3,1,1,1,6,"5fdf740e-0813-de3b-392b-c78bfdb52a0b",NA,"None"
20,1,2,2,2,5,1,2,1,1,12,5,6,5,6,6,4,4,5,4,4,4,3,"control",5,8.6,3,"control",4,5.2,5,4,3,"5fdf7460-0061-d911-3ad1-db5188d48c60","Game credits",NA
26,1,1,2,4,2,3,3,3,3,9,1,2,2,2,2,2,3,2,1,2,4,3,"si.opp",3,7.3,4,"control",3,6.4,4,2,2,"5fdf73f8-3c88-a3ef-164f-51a81a79cfe4",NA,NA
3,2,2,2,1,4,1,1,3,1,11,4,4,4,3,3,6,4,6,3,4,5,6,"si.supp",4,7.3,1,"m.supp",4,5.9,6,4,2,"5fdf7421-1324-3701-c47a-de67a0485471","8 months ago",NA
3,2,2,2,1,4,1,1,3,1,11,4,4,4,3,3,6,4,6,3,4,5,6,"si.supp",4,7.3,1,"m.supp",4,5.9,6,4,2,"5fdf7421-1324-3701-c47a-de67a0485471","8 months ago",NA
7,4,2,2,2,5,1,2,1,2,12,6,6,6,5,5,4,5,4,4,3,5,4,"si.supp",4,8.1,3,"m.supp",5,9.2,5,1,2,"5fdf73c1-347e-4fa4-808c-a852e266eb53","App rewards",NA
32,3,1,2,2,5,3,3,3,3,13,3,3,4,4,5,1,4,3,4,6,4,2,"control",2,6.6,3,"m.supp",4,7.4,5,5,6,"5fdf7393-47a6-1355-bce9-48606dda98b7","Keeps me busy","None"
32,3,1,2,2,5,3,3,3,3,13,3,3,4,4,5,1,4,3,4,6,4,2,"control",2,6.6,3,"m.supp",4,7.4,5,5,6,"5fdf7393-47a6-1355-bce9-48606dda98b7","Keeps me busy","None"
1,2,2,2,2,4,1,1,3,1,10,1,4,6,6,6,NA,3,6,1,1,6,6,"m.supp",1,3.6,3,"control",4,5.7,5,4,5,"5fdf743f-2af5-ac47-7dd4-0d95ccff4a93","For fun","Nothing "
1,2,2,2,2,4,1,1,3,1,10,1,4,6,6,6,NA,3,6,1,1,6,6,"m.supp",1,3.6,3,"control",4,5.7,5,4,5,"5fdf743f-2af5-ac47-7dd4-0d95ccff4a93","For fun","Nothing "
1,2,2,2,2,4,1,1,3,1,10,1,4,6,6,6,NA,3,6,1,1,6,6,"m.supp",1,3.6,3,"control",4,5.7,5,4,5,"5fdf743f-2af5-ac47-7dd4-0d95ccff4a93","For fun","Nothing "
7,1,2,2,2,2,1,1,1,1,9,4,4,3,3,6,2,3,4,3,5,3,3,"si.opp",4,7.4,2,"control",4,8.8,5,2,5,"5fdf73c5-0aac-ee5b-3ca7-982dce58c9a4","To get more points","Your continue buttons are too slow"
7,1,2,2,2,2,1,1,1,1,9,4,4,3,3,6,2,3,4,3,5,3,3,"si.opp",4,7.4,2,"control",4,8.8,5,2,5,"5fdf73c5-0aac-ee5b-3ca7-982dce58c9a4","To get more points","Your continue buttons are too slow"
1,1,2,2,6,2,3,1,3,3,9,3,1,5,3,4,3,4,4,2,5,4,2,"control",3,6.7,3,"control",3,5.4,5,1,2,"5fdf73b9-b1b4-dcce-5c7d-e94508f2de6b","To get rewards ",NA
15,1,2,2,2,3,1,1,1,1,13,5,4,5,5,5,4,4,4,4,6,4,3,"si.opp",4,7,3,"si.opp",5,8.3,5,5,1,"5fdf7471-5809-68ea-1ae4-9eb083045f82","For money","Na"
1,1,1,2,4,4,2,2,2,2,9,5,3,1,5,6,6,5,1,1,6,5,6,"m.supp",3,5.3,3,"si.supp",4,7.3,5,1,2,"5fdf73a6-76cd-6517-1563-cc95d4b3a73f","Money ","None"
6,1,2,2,2,2,1,2,3,1,10,4,4,1,5,6,3,1,6,4,1,1,2,"control",2,5.5,3,"si.opp",2,5.7,3,1,3,"5fdf7458-1f1a-f2c5-eb84-fb3452da30c1","Because I wanted to","You are doing wonderful"
32,1,2,2,6,1,3,3,3,3,9,1,1,1,5,5,6,1,6,4,NA,NA,NA,"si.opp",3,5.1,3,"si.opp",5,10,5,4,6,"5fdf742c-29a1-1740-bebf-71bad2d9b0c3","To make a couple extra dollars and to give my opinion ",NA
32,1,2,2,6,1,3,3,3,3,9,1,1,1,5,5,6,1,6,4,NA,NA,NA,"si.opp",3,5.1,3,"si.opp",5,10,5,4,6,"5fdf742c-29a1-1740-bebf-71bad2d9b0c3","To make a couple extra dollars and to give my opinion ",NA
1,4,1,2,2,6,4,3,3,3,13,1,1,6,5,6,6,4,6,4,6,4,3,"si.supp",3,7.6,3,"si.opp",4,8.1,5,5,2,"5fdf73dc-fbff-8ef2-1ac1-850c47b99493","Help to build databases ",NA
1,4,1,2,2,6,4,3,3,3,13,1,1,6,5,6,6,4,6,4,6,4,3,"si.supp",3,7.6,3,"si.opp",4,8.1,5,5,2,"5fdf73dc-fbff-8ef2-1ac1-850c47b99493","Help to build databases ","None"
3,1,1,2,2,4,1,1,1,2,11,6,4,4,5,6,5,3,4,4,5,4,2,"m.supp",4,7.7,3,"m.supp",3,6,5,3,2,"5fdf743d-e770-35c9-b0d7-fde8c9c2a401","Mainly for in game rewards.",NA
33,1,2,2,1,3,3,2,1,2,12,6,6,6,6,6,6,1,1,1,3,1,1,"m.supp",4,8.4,3,"si.opp",5,9.9,5,5,2,"5fdf74c1-aa5b-c0e0-ec71-496bdcb390af","to earn money",NA
55,1,1,2,4,5,2,2,2,2,13,4,5,6,5,6,6,3,5,5,6,4,3,"m.supp",4,5.5,3,"m.supp",4,4.1,5,3,6,"5fdf74cd-7f86-c70b-83ec-2d3a5f03a388","something to do",NA
1,1,2,2,6,4,2,2,3,3,10,2,2,6,6,6,2,4,3,3,4,4,2,"si.opp",2,2.3,3,"si.supp",5,9.5,5,4,6,"5fdf75dc-7a5b-9a61-c0df-381c5546bfd0","I needed money ","This was an interesting survey "
1,2,2,2,3,1,1,2,3,3,9,3,2,3,5,6,6,1,3,3,NA,NA,NA,"si.opp",3,1,4,"control",1,1,3,1,1,"5fdf73a4-1994-d56e-7ff3-8d91460c0c29","Get more credits",NA
55,1,2,2,4,7,1,1,1,2,13,4,3,5,4,5,5,3,3,3,4,5,3,"si.opp",2,4.6,3,"si.supp",3,5.5,5,5,3,"5fdf7530-f485-faab-21b6-27f79b996dbe","fun to give my opinion",NA
14,2,2,2,3,1,4,3,3,3,8,6,6,6,6,6,6,6,6,6,6,6,6,"si.opp",3,1,3,"si.opp",5,1,5,4,3,"5fdf7553-ed4e-1849-f628-ca42e4b7a454","Cast out interest",NA
34,1,1,2,2,5,2,1,2,1,9,4,4,3,4,5,3,4,4,4,4,4,4,"si.supp",4,8.1,3,"m.opp",3,4.8,5,4,1,"5fdf7593-81e1-2c3b-9bf5-c2f1cbb3d6cd","Get gold for game",NA
1,2,2,2,3,1,1,1,3,3,9,1,1,6,NA,NA,NA,1,6,1,6,1,1,"control",5,10,3,"m.opp",1,1,4,5,3,"5fdf7557-716f-e07c-4063-60f2b9c15569","May2016","No"
1,2,2,2,3,1,1,1,3,3,9,1,1,6,NA,NA,NA,1,6,1,6,1,1,"control",5,10,3,"m.opp",1,1,4,5,3,"5fdf7557-716f-e07c-4063-60f2b9c15569","May2016","No"
1,2,2,2,3,1,1,1,3,3,9,1,1,6,NA,NA,NA,1,6,1,6,1,1,"control",5,10,3,"m.opp",1,1,4,5,3,"5fdf7557-716f-e07c-4063-60f2b9c15569","May2016","No"
1,1,2,2,4,2,2,2,2,2,12,6,2,6,5,5,4,4,4,2,6,1,2,"si.opp",1,1.8,3,"m.opp",1,1,5,5,2,"5fdf7674-d2ea-775e-5ec4-e614f2b0075e","to participate in swagbucks",NA
32,1,2,2,6,1,1,2,2,2,11,4,2,2,4,5,4,3,2,2,4,3,3,"si.supp",3,5,3,"si.supp",3,5,5,3,2,"5fdf7572-91f8-4321-68df-87566422faa3","to earn a little extra cash in my spare time",NA
24,1,1,2,2,6,2,2,2,2,12,2,4,4,5,1,3,1,1,1,3,1,2,"si.opp",2,4,3,"m.opp",4,6,5,3,2,"5fdf76c8-5d73-41fc-bebc-cf774931c3f7","A game",NA
17,1,2,2,1,3,2,1,2,1,13,3,3,4,4,6,1,1,4,3,4,4,3,"m.opp",3,4.1,3,"m.opp",4,5.9,5,4,2,"5fdf7734-bd82-1c82-bf5c-369db326a66f","For the gift cards ",NA
1,1,2,2,2,7,2,1,2,1,9,6,4,6,4,6,3,2,2,1,6,3,4,"si.supp",1,1.2,1,"control",4,7.8,5,5,4,"5fdf76bf-1566-5951-249e-401106bc5dfa","2018",NA
1,1,2,2,4,1,3,1,2,1,11,4,6,6,6,6,6,1,6,1,5,1,3,"si.opp",1,1.4,3,"si.supp",1,1.9,5,5,1,"5fdf763f-a83f-60a2-53d1-e0f1b540ffc8","Just wanted to",NA
35,1,2,2,2,1,2,2,2,2,12,4,4,4,4,5,5,4,5,3,1,4,3,"si.opp",3,6.4,3,"control",3,5.6,5,5,2,"5fdf76c5-d0c0-0b1e-3ae9-0e99e0b332ad","Financial compensation",NA
27,1,1,2,6,3,3,3,3,3,9,3,3,3,3,3,4,2,3,1,5,2,4,"m.supp",3,5.2,3,"m.supp",3,5.2,5,5,2,"5fdf7659-670a-4481-f15d-3246ea1d513d","Free gold ",NA
43,1,2,2,6,1,1,1,1,1,9,4,5,4,4,6,6,1,1,1,1,1,1,"si.opp",3,3.7,3,"m.supp",4,8.2,5,4,1,"5fdf7681-2c51-5012-b474-8cf69f8a740e","Financial burden because of the pandemic and no health insurance","good survey. thank you"
48,1,2,2,4,1,1,1,1,2,9,6,5,5,6,6,6,2,4,6,4,3,3,"si.supp",4,8.7,3,"si.supp",3,6.3,5,5,2,"5fdf7768-b82c-37ec-5f8c-71414e03cb61","I enjoy doing it ",NA
49,1,2,2,4,5,2,1,2,2,10,5,4,6,6,6,6,1,1,1,4,1,1,"control",4,7.1,3,"m.supp",1,3.1,5,5,3,"5fdf77b7-dce4-3b96-f00d-6227a2f01343","Earning points",NA
31,1,2,2,5,3,2,1,2,2,9,4,5,4,5,6,5,2,2,3,4,2,2,"control",3,5.8,3,"si.opp",2,5.2,5,1,4,"5fdf7697-bfb3-1a2a-935e-f0c95ec90e79","Some of them are interesting",NA
1,1,2,2,4,5,1,1,1,2,13,6,6,6,6,6,5,1,1,1,5,2,1,"control",5,10,3,"m.opp",5,10,5,5,1,"5fdf771f-9a2f-386a-8293-5b2eba48c188","I enjoy offering my opinion and for the points on WORDSCAPES ","Excellent. Good research. Thank you! "
21,3,2,2,2,6,2,1,2,2,12,5,5,4,NA,NA,NA,4,4,5,5,5,3,"m.supp",4,8.4,3,"m.opp",3,7.4,5,3,2,"5fdf7780-dbd1-5450-fe50-1d7add5ee10e","To pass the time and make a little money","No"
15,2,2,2,1,3,1,1,1,2,10,6,4,2,6,5,4,2,4,6,6,1,4,"m.supp",3,3.9,5,"si.supp",3,1,6,3,1,"5fdf7665-7f89-671d-8e26-c2fe093bb645","Need the money for my family",NA
1,1,2,2,2,4,2,1,2,1,9,6,6,6,6,6,6,1,1,1,6,1,1,"si.supp",5,10,3,"control",5,10,5,2,6,"5fdf78bb-daa2-b86e-9331-17dc8abaedf6",NA,NA
1,6,2,2,6,2,3,3,3,3,9,6,6,6,6,6,6,1,1,1,1,1,1,"m.opp",3,5.8,3,"m.opp",3,5.2,5,2,6,"5fdf78e9-fe23-5c78-d048-af8e3283e089","Just did",NA
8,2,1,2,2,4,1,1,1,2,13,4,6,5,3,1,1,4,4,4,6,4,3,"si.opp",3,6.5,5,"m.supp",3,3.8,4,4,3,"5fdf7a22-8931-3a70-d70d-bb8602a9231d",NA,"Dmdjnxnx"
44,1,1,2,2,5,2,2,3,3,11,4,4,4,5,5,4,4,5,4,5,4,4,"si.opp",3,6.3,3,"m.opp",4,6.4,5,5,1,"5fdf76af-bdb6-b494-c108-c95af79b34f5","for extra cash",NA
1,1,2,2,1,1,3,3,2,2,12,5,4,5,4,4,3,2,4,2,5,2,2,"si.supp",4,6.4,3,"control",4,8.5,5,5,5,"5fdf770d-2b31-c5cf-58b7-7710b97c31ed","Rewards",NA
17,2,2,2,6,1,4,2,3,3,8,5,5,5,5,6,6,1,1,2,5,1,5,"si.opp",4,5.5,3,"si.opp",1,1,5,4,6,"5fdf79f1-6efe-8fca-0eaf-41579717aba5","To be heard","Love this survey "
20,3,2,2,6,1,1,2,1,1,9,5,5,5,6,6,6,2,5,1,5,2,2,"si.opp",3,6.9,3,"si.supp",4,7.3,5,5,1,"5fdf7a95-2d37-e22f-746e-5141cadd6ccd","For extra cash","None"
8,2,2,2,2,1,1,1,1,1,9,5,5,5,6,6,6,6,6,6,6,6,6,"si.opp",1,8.3,3,"si.supp",5,6.5,3,1,3,"5fdf7ac0-f6f1-5d77-d4d6-74a529f457ba","Rewards",NA
49,2,2,2,4,1,1,1,3,3,10,6,6,6,6,6,6,6,6,6,5,5,3,"control",4,8.1,3,"m.supp",3,7.1,1,5,2,"5fdf7924-7587-6e13-2345-8cda34ddc8a6","2015","N/A"
9,8,2,2,1,4,1,1,1,1,11,5,3,4,4,5,4,2,3,6,3,2,3,"m.supp",5,10,3,"m.opp",5,8.8,4,1,1,"5fdf7c0f-6b42-f28c-2272-38d879cebed2","Unique features",NA
48,1,1,2,1,6,2,1,2,1,12,5,3,5,5,1,3,3,6,3,4,4,3,"si.opp",2,1.5,3,"m.opp",5,9.1,5,2,1,"5fdf7744-6170-954d-3f3e-0cb497493283","Money",NA
19,2,1,2,2,3,3,1,2,2,9,4,4,4,6,6,4,1,2,1,6,1,4,"si.opp",3,6.4,3,"control",3,5.4,5,5,3,"5fdf7dda-6895-0bef-3e45-99e4f4ce2779","I'm neutral about it",NA
18,2,2,2,2,3,2,1,2,1,10,2,2,3,6,1,1,1,1,6,6,3,3,"si.opp",1,1,3,"m.opp",1,1,5,1,3,"5fdf7d0b-3403-62d1-2ab3-99b7f6391f0d","The election","Thanks again for the email "
1,1,2,2,2,3,3,3,3,3,10,6,6,6,6,2,5,1,4,1,4,1,5,"si.supp",5,9.9,3,"m.supp",3,5.4,5,3,1,"5fdf7d54-5e2a-8dfa-46f7-40aa68328fb5","Extra money",NA
22,2,1,2,2,2,1,2,1,2,10,1,1,6,6,6,6,1,6,1,6,1,6,"m.opp",2,5.2,3,"m.supp",3,5,7,1,2,"5fdf7cbd-e7cf-23bd-2322-df761be77bb6","For money",NA
16,3,2,2,2,5,3,1,3,3,12,4,5,6,5,6,2,3,5,1,6,5,2,"control",2,4,3,"m.opp",5,8.3,5,5,4,"5fdf7d18-cfca-af9d-e50c-c2fbda037271","I thought it was a good way to pass the time and make a little money at the same time.","Nice survey."
12,4,2,2,1,3,1,1,1,1,13,3,4,5,5,4,4,4,3,2,4,4,2,"m.supp",5,8.5,3,"si.supp",5,7.4,5,2,2,"5fdf7efd-61a1-dc2c-c71e-07917b23c6a0",NA,NA
11,2,2,2,1,3,1,1,1,1,9,6,6,6,6,6,6,6,5,6,6,6,6,"si.opp",5,10,1,"si.opp",5,6.3,2,2,4,"5fdf7f8c-5f6e-563a-9c18-6352221f9a12","I Love Doing Surveys ","None"
9,2,1,2,1,4,2,1,2,1,7,3,4,2,4,1,4,3,3,4,4,3,3,"control",3,7.1,3,"m.opp",1,5.1,1,3,2,"5fdf7ff7-63d6-968e-992d-9aba183d90eb","I got bored ","No comment "
11,2,1,2,2,3,4,3,3,3,10,4,4,5,4,4,4,3,2,3,5,1,2,"si.opp",3,6.7,3,"m.opp",3,7.3,5,2,3,"5fdf7ee2-fb59-65bc-ec51-9a4b2bc25225","Games ","Nope straight forward "
34,1,1,2,2,3,2,2,3,3,9,5,6,6,6,6,6,3,4,1,6,4,3,"si.opp",3,4.8,3,"m.opp",4,5,5,2,3,"5fdf7fdd-ea39-ce6e-9834-08bc49a5b6ef","Game points",NA
1,2,2,2,6,3,1,1,3,1,10,3,2,4,3,3,3,4,3,2,5,3,3,"si.supp",2,5.3,3,"m.supp",3,1,4,3,2,"5fdf8144-2760-2f0c-6ea4-87cd6d37a8dd",NA,NA
1,3,2,2,1,3,3,3,3,2,11,5,2,4,4,4,4,2,4,3,2,2,4,"control",3,3.3,2,"m.supp",3,4.7,2,3,3,"5fdf8181-6509-7c20-5b9e-06ebdc2adea6","Idk ",NA
