id,text,page,type,choices,choiceNames,reverse,placeholder,min,max,disabled,checkType,width,height,inline,randomize
pid_follow,Do you think of yourself as closer to the Republican Party or the Democratic Party?,1,radioButtons,"1,2,3","Closer to the Republican Party,Closer to the Democratic Party,Neither",NA,NA,NA,NA,1,is.null,500px,NA,0,0
