"birthyear","race","gender","att","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","online.length","study.choice","RID","online.why","com"
49,4,2,2,2,5,1,2,2,2,4,4,4,5,5,6,5,2,5,4,3,4,4,"m.opp",2,1.9,3,"control",5,9,5,5,2,"5fda8816-b04e-ce10-cad6-5ba514c5366e","Wanted to give my opinion",NA
66,1,2,2,4,2,4,1,2,1,2,4,6,6,5,6,6,6,6,5,2,3,1,"m.opp",4,6.5,3,"control",5,10,5,5,1,"5fda882c-5ef5-d7e6-afd0-8b7c1b57e64e","Keep my brain active","Loved the format of the questions"
66,1,2,2,4,2,4,1,2,1,2,4,6,6,5,6,6,6,6,5,2,3,1,"m.opp",4,6.5,3,"control",5,10,5,5,1,"5fda882c-5ef5-d7e6-afd0-8b7c1b57e64e","Keep my brain active","Loved the format of the questions"
38,1,2,2,2,5,3,1,2,2,4,5,6,6,5,5,5,3,3,2,5,2,1,"m.supp",4,8.9,3,"m.supp",4,5.7,5,5,1,"5fda8849-5685-c2e0-177d-e534050b3f43","Rewards",NA
57,1,2,2,4,2,2,2,2,2,2,4,4,5,4,6,6,2,3,3,4,3,2,"control",3,3.7,3,"si.opp",2,2.8,5,5,3,"5fda8770-2437-0fdc-5036-1cc661905409","I thought it would a good use of my time after I retired.",NA
51,1,2,2,2,6,1,1,1,2,5,5,5,5,6,5,5,2,5,1,6,1,4,"si.opp",5,9.7,3,"m.supp",4,5.1,5,5,1,"5fda88a4-355f-a7d7-f361-eab87a3e9102","gift certificate rewards",NA
52,1,2,2,4,4,2,1,2,2,2,6,5,5,6,6,6,1,3,3,1,1,1,"si.supp",1,1,3,"si.supp",4,1.4,5,4,6,"5fda8821-09ec-7efa-9985-58dba26a69f8",NA,NA
38,1,1,2,2,6,1,2,3,2,4,1,2,4,5,5,4,2,1,3,6,1,3,"control",3,5.5,3,"m.supp",1,1,5,5,6,"5fda896e-0002-1f63-9276-84aab00a96dc","for the money",NA
1,1,1,2,4,2,3,1,2,2,3,4,4,6,4,6,1,4,5,2,6,4,2,"m.supp",1,1.7,3,"si.opp",2,4.6,5,5,3,"5fda88fa-64ce-9b45-5c56-696e2bbca1bd","out of curiosity","this country is 30 Trillion DOLLARS in debt. we cannot give away free anything!"
55,1,2,2,4,3,1,1,3,3,2,4,1,6,6,6,6,1,1,1,NA,NA,NA,"m.opp",4,8.5,3,"si.opp",5,10,5,5,1,"5fda88ae-a5d6-573c-71fc-d7ceb17cd0f5","to accumulate Mypoints.","None"
20,1,2,2,2,1,1,1,1,1,4,3,4,6,6,5,6,1,3,2,2,1,1,"si.opp",4,7.8,3,"m.opp",5,8.6,5,5,3,"5fda89ac-2bb7-458e-37e3-862a22849be8","To earn amazon gift cards",NA
66,1,2,2,4,2,1,1,1,1,2,6,6,6,6,6,6,2,4,1,4,4,1,"control",4,7.6,3,"control",5,10,5,5,3,"5fda89ad-b509-f694-c380-6672075817b3","i enjoy them","Interesting"
51,1,1,2,4,4,3,2,3,1,4,5,4,5,5,4,2,4,5,4,6,4,2,"m.supp",2,6.5,3,"m.supp",4,8,5,5,1,"5fda89ac-fea5-2914-2583-b40b167871ac","Earn rewards","Survey was short and to the point without wasting time asking irrelevant questions"
34,1,2,2,2,1,3,2,1,2,1,5,5,5,5,5,6,2,3,2,6,1,4,"si.supp",4,6,3,"m.supp",3,5.5,5,5,1,"5fda89c7-b71f-341b-c159-77353b597737","Like them",NA
40,1,1,2,1,5,2,1,3,3,1,5,5,5,4,6,5,3,2,2,6,3,5,"si.supp",1,1,3,"m.supp",1,1,5,1,1,"5fda89b0-e744-0749-8748-000a63025375","way to earn crypto",NA
46,1,2,2,2,6,2,1,2,2,4,4,3,5,3,6,3,5,5,3,6,5,4,"si.supp",3,4.3,3,"si.supp",4,6.7,5,5,1,"5fda89f5-87eb-ddfb-a4af-441cc6deaeb3","to earn some extra money","this survey was easy to navigate"
27,1,1,2,2,4,3,1,2,2,4,2,3,4,5,4,3,2,3,3,6,2,3,"si.opp",3,4.5,3,"control",4,6,5,5,2,"5fda8a2a-bcf2-3daa-f127-07aad623b4db","To provide my opinion",NA
47,1,2,2,4,1,3,2,1,2,2,5,5,5,6,6,6,4,6,2,4,4,6,"m.opp",3,5.5,3,"m.supp",1,1,5,5,1,"5fda8a2c-4c75-7ae2-663e-1ca101d1b18b","gifts",NA
41,1,1,2,2,3,1,2,1,2,1,4,4,6,4,4,3,1,1,1,6,1,1,"control",3,5.5,3,"m.opp",5,8.2,5,5,2,"5fda8a06-a5b4-3059-5986-ddb1c877c433","I wanted to earn some extra money to help with the bills.",NA
58,1,2,2,2,4,1,2,3,1,5,3,4,6,5,6,5,2,3,3,5,1,4,"control",4,8.7,3,"m.supp",5,10,5,5,2,"5fda8a03-adc5-326f-3a6f-2229a75f528c","like to voice my opinion and getting points is a bonus","interesting survey.  ive never done one like this before.  it was a good one"
58,1,2,2,2,4,1,2,3,1,5,3,4,6,5,6,5,2,3,3,5,1,4,"control",4,8.7,3,"m.supp",5,10,5,5,2,"5fda8a03-adc5-326f-3a6f-2229a75f528c","like to voice my opinion and getting points is a bonus","interesting survey.  ive never done one like this before.  it was a good one"
44,2,2,2,6,2,1,1,1,1,1,6,6,6,6,6,3,1,6,1,6,3,5,"si.opp",2,1.8,3,"m.opp",5,10,5,5,2,"5fda8782-6772-f262-d087-f2199e1dc7d1","I love questionnaires and I like the incentives.",NA
1,1,2,2,5,6,1,1,3,3,4,3,5,6,6,6,2,1,2,1,6,1,1,"m.opp",3,2.6,3,"control",1,1.2,5,5,4,"5fda8add-c589-46be-9643-1379bbbddc93","for fun",NA
50,1,1,2,4,3,3,2,3,2,4,5,5,5,6,6,1,2,5,1,6,1,2,"si.opp",2,3.1,3,"si.supp",2,3.7,5,5,1,"5fda8af4-5b13-df5e-8864-b8829fa8533a","To make money ","No"
30,1,2,2,2,5,2,1,2,2,2,4,3,5,4,6,1,2,5,1,4,2,2,"si.supp",3,6.4,3,"si.supp",1,1.9,5,5,6,"5fda7f58-bf3e-06cb-c2e3-04452c7c81ce","for fun",NA
1,1,1,2,4,2,3,2,1,2,5,4,4,4,5,4,6,2,6,4,5,2,4,"si.supp",4,7.7,3,"control",5,9.5,5,5,2,"5fda89ca-8375-d7e5-2608-ca76e55ba1a4","An easy way to earn money (via gift cards)",NA
1,4,2,2,2,2,1,1,1,1,4,5,5,5,5,3,3,3,4,4,1,1,1,"m.supp",4,7.1,3,"m.opp",4,7.4,5,2,1,"5fda8b81-14bc-36e1-db27-868d81bf3ef8","For extra money ","None"
57,1,1,2,4,7,1,1,1,1,5,1,1,4,5,2,5,1,2,2,6,1,3,"si.opp",5,8.2,3,"si.supp",4,8.2,5,5,6,"5fda8b58-b982-781a-9035-5fa773904f6d","Bored",NA
44,1,1,2,1,1,3,3,2,1,1,1,6,6,6,6,6,1,1,1,1,1,1,"m.supp",3,2.9,3,"m.opp",5,7.5,5,5,6,"5fda8b2b-4aeb-9b1d-c7a0-9c49ba76a59e","For redemptions",NA
45,1,2,2,1,1,2,2,2,2,3,5,5,6,6,4,5,3,3,4,2,3,1,"si.opp",4,7.6,3,"si.opp",3,5.3,5,5,2,"5fda8b7c-8d00-04f3-9d8b-98a8379183ac","TO PASS THE TIME AND THE REWARDS",NA
47,1,1,2,6,2,3,3,2,1,5,4,5,5,5,3,1,5,6,4,6,5,3,"si.opp",1,1.2,3,"m.supp",1,1.2,5,5,2,"5fda8c30-30c1-1841-6f83-f6195a5f67ee","to earn gift certificates",NA
1,1,2,2,1,2,1,1,1,2,1,5,5,5,6,6,6,2,4,4,4,4,3,"m.supp",5,8.1,3,"control",5,9,5,1,1,"5fda8b2f-71d5-4cc0-02d6-a1eda49e1fbf","For rewards","We need free Healthcare for all and less toxins in our food."
53,1,2,2,4,3,2,2,3,3,2,5,5,6,5,5,4,2,6,2,6,3,2,"si.opp",1,1,3,"si.opp",3,5.5,5,5,1,"5fda8c1b-3df4-eaac-feb1-39447fc6a346","For the rewards",NA
21,4,2,2,2,6,3,2,3,1,5,5,5,5,4,4,3,5,4,2,5,5,5,"si.supp",4,7,3,"si.supp",4,7.8,5,1,1,"5fda8c19-53e6-a25a-5a12-ff41091ebc54","To get rewards","None"
34,1,1,2,2,4,2,2,2,2,3,5,5,4,6,6,6,2,6,1,4,1,4,"control",4,7,3,"si.opp",4,6.9,5,4,1,"5fda8b46-b848-899a-a4f8-d5331c03b7be","It became an interest of mine pretty quick","None"
53,4,1,2,4,7,3,3,3,3,5,5,5,5,4,4,6,2,2,2,5,2,4,"m.opp",3,5,3,"si.opp",2,8.1,5,5,5,"5fda89ae-14fa-56d6-f3b2-1ddbde3d75dd","FOr a reward","The survey does not have a single purpose. Shame on the survey writer(s)"
55,1,1,2,4,3,3,3,3,2,5,2,2,2,4,4,1,1,5,2,6,1,2,"control",1,1,3,"si.opp",2,5.3,5,5,2,"5fda8c05-cb47-11d7-c12f-0524f52ac71a","2010","none."
51,1,1,2,2,3,2,1,2,2,4,5,6,6,6,6,2,3,6,1,6,4,1,"si.supp",4,8.2,3,"control",3,5.1,5,5,4,"5fda8bff-dba4-c5c5-4a36-85f11235a3c4","To earn points on MyPoints.com","Interesting questions - made me examine my views.  Much better than whether or not a package design is appealing. "
17,3,2,2,1,2,1,1,2,1,2,5,6,6,5,6,6,1,6,1,1,1,1,"control",4,8.6,3,"si.supp",4,8.2,5,2,4,"5fda8cf3-74a4-354a-614a-83fd87cad3e9","Interesting and also to earn ink",NA
39,1,2,2,6,3,3,3,3,3,5,5,4,5,5,5,6,4,4,3,3,3,2,"si.opp",5,8.5,3,"si.supp",5,9.1,5,3,6,"5fda8c4b-ab08-72a7-f069-9beb3a7c3a0d","To have something to do and to try to help my family with some points for gift-cards",NA
41,1,1,2,2,6,2,2,2,2,1,1,1,1,6,6,6,3,6,4,NA,NA,NA,"m.supp",3,5,3,"si.supp",3,5,5,5,6,"5fda8d24-ac27-26c2-ccba-5d358731567d","Earning points towards gift card redemption ","None"
52,2,2,2,4,1,1,1,3,3,1,4,5,6,6,6,6,1,3,1,1,3,4,"m.opp",1,1,3,"control",5,1,5,5,1,"5fda8af3-07ac-ab43-1850-5e38140b8112","It was fun to give my opionin about products and get paid to do so.","none"
42,1,2,2,4,1,1,2,3,3,1,1,2,2,4,6,6,1,5,3,3,2,2,"control",3,8.4,3,"si.opp",3,5,5,3,6,"5fda8bee-ca64-473e-9cf6-5025d09c22fa","For my cricket bill","None"
43,1,1,2,2,1,1,1,1,1,2,6,6,6,6,6,6,3,6,6,4,4,6,"si.opp",5,9.9,3,"control",5,10,5,5,1,"5fda8b4e-8cee-0d65-83b3-d4f8a14d3840","I started to show my revies and opinions of products/services. ",NA
41,3,1,2,2,3,3,3,1,1,4,6,6,6,6,6,5,1,6,1,6,2,6,"m.supp",5,10,3,"si.opp",5,10,5,5,2,"5fda8e77-5020-6830-ad03-c470f1ebb928","For points where you can make purchases.","No. It was very clear as to the questions proposed in this survey."
12,1,1,2,2,5,1,1,1,1,3,5,4,5,6,5,4,5,5,4,5,5,5,"si.supp",4,7.6,3,"control",5,8.5,4,3,3,"5fda8f0b-5ede-fefe-4f41-37eb899ccb3d","Good too ","Good too "
47,1,2,2,1,3,2,1,2,1,2,1,3,6,5,6,1,2,4,2,6,3,3,"control",3,1.5,3,"si.opp",4,6.4,5,5,2,"5fda8dd5-02ab-ec2a-900d-c2f9ca4436ae","to make some extra money",NA
44,1,1,2,4,5,3,3,2,1,5,2,4,3,4,1,2,1,4,2,5,2,3,"m.opp",1,2.1,3,"m.supp",1,2.6,5,5,3,"5fda8ec9-0ff3-ef24-638a-d312d3bb7c8f","interested in the topic",NA
16,1,1,2,2,1,4,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,"si.supp",3,5,3,"si.supp",3,5,3,3,6,"5fda8f4c-53d3-4e0d-cad2-2c571cbbe5d5","Don’t know ",NA
1,2,2,2,2,3,1,2,1,2,5,5,5,5,5,6,3,1,2,1,1,1,2,"control",5,9.8,3,"si.supp",4,7.2,5,5,2,"5fda8ec6-62ce-716b-ca98-4d7de7bfe197","gift cards",NA
29,1,1,2,1,1,1,2,1,2,1,3,3,3,3,3,3,3,3,3,4,4,3,"control",4,7.9,3,"m.opp",3,7.4,1,3,6,"5fda8f98-6a58-9868-e821-edb4d9887c80","Like it ",NA
29,1,1,2,1,1,1,2,1,2,1,3,3,3,3,3,3,3,3,3,4,4,3,"control",4,7.9,3,"m.opp",3,7.4,1,3,6,"5fda8f98-6a58-9868-e821-edb4d9887c80","Like it ",NA
45,1,1,2,2,5,3,2,2,2,2,3,3,4,4,6,5,5,5,2,6,5,5,"si.opp",4,7.4,3,"si.opp",5,9.1,5,5,1,"5fda8ef7-9a01-87b9-93aa-11a57e709245","earn mypoints","it was different. very good"
47,1,1,2,2,3,1,1,1,1,4,6,6,5,6,5,5,1,1,5,1,2,1,"control",5,9.5,3,"control",5,9.5,5,1,3,"5fda8fa5-36b1-94f2-56aa-2c3b96bf9985","to make somemoney","Thank you for the nice survey"
31,2,2,2,6,1,1,1,1,1,3,1,5,6,6,5,6,1,1,1,5,2,1,"si.supp",4,6.2,3,"control",5,10,5,5,2,"5fda8bd1-8eae-3909-0867-911551b65825","for extra money and giftcards",NA
1,1,2,2,6,6,1,1,1,2,3,5,2,4,5,6,5,1,6,5,4,5,5,"control",1,6.9,3,"m.supp",2,6,2,2,2,"5fda9094-53e9-0df7-e8e0-3b7a354a0485","Just to make extra bucks","Quick and east"
21,1,1,2,2,6,3,3,3,3,4,4,4,4,4,4,1,3,3,4,4,4,3,"si.opp",3,5,3,"m.opp",3,6.6,5,5,2,"5fda9031-cc32-001c-2f9a-47128231775c","To get rewards",NA
43,1,1,2,2,6,1,2,3,3,4,4,4,5,5,6,5,4,4,4,6,4,2,"si.opp",4,8.2,3,"control",5,9.4,5,5,1,"5fda9047-0d09-ad5e-2cdc-dd92b732c053","To earn rewards",NA
24,1,2,2,6,3,1,1,1,1,2,5,4,4,5,6,4,2,2,2,3,3,2,"m.supp",4,5.7,3,"si.supp",3,4.4,5,5,1,"5fda90dc-6401-977d-ec9a-549bd08c3c17","Yourtuber recommendation.",NA
19,1,1,2,2,5,1,1,2,2,2,2,2,4,3,3,3,3,5,4,2,2,3,"si.supp",3,5,4,"m.supp",3,4.2,4,3,3,"5fda90e4-6e28-4378-f310-8163d75020f3","Because it is good for improving products and overcoming errors م","None "
24,1,2,2,5,4,1,2,2,2,1,6,6,6,6,6,6,1,4,1,1,1,3,"m.supp",4,8.1,3,"m.opp",1,2.7,5,1,2,"5fda9124-601b-a3af-06f4-aff76c8b595f","A month ago",NA
39,1,2,2,6,2,2,1,2,2,1,5,5,5,6,6,6,2,6,6,6,3,2,"m.supp",4,6.6,3,"si.opp",3,1.3,5,3,1,"5fda921e-851c-b0c1-a569-f3d962671c8b","To earn a little extra cash","None"
25,1,2,2,5,3,1,1,1,1,4,1,1,3,6,5,5,4,4,3,5,5,4,"m.supp",4,6.9,5,"m.supp",3,5.6,5,5,2,"5fda93b8-50be-6a76-a91d-6baa1d7aebc1","Make money ","Thanks for the opportunity "
48,1,1,2,4,3,1,1,1,2,2,5,5,2,6,6,5,1,1,1,6,3,3,"m.opp",3,5.5,3,"control",4,8.3,5,5,1,"5fda9357-b24f-c697-b282-4b88c2e59928","monet",NA
16,1,2,2,2,3,2,2,3,3,2,4,3,4,4,6,6,1,6,2,2,1,4,"si.supp",3,5.8,2,"control",1,5.2,5,5,3,"5fda9461-fb60-1513-2000-19b7eb8c2499","To earn extra money ","None "
45,1,1,2,4,5,3,1,2,2,2,5,5,6,5,6,5,3,5,1,6,4,4,"m.supp",2,3.7,3,"si.opp",4,5.5,5,5,1,"5fda92a9-433a-3661-1fe0-46db1834c956","because I retired and have lots of extra time. I have an opinion and love to share it.","none"
47,1,2,2,4,2,1,1,1,1,4,1,4,6,6,6,2,2,5,3,6,1,1,"si.opp",5,9.1,3,"m.supp",5,10,5,5,1,"5fda9444-a175-bd65-6c9f-b08ece0bc6a4","I’m retired, for something to do, and a bit of cash.",NA
21,1,1,2,6,2,3,2,3,1,1,5,5,5,5,6,1,3,6,6,6,1,2,"control",4,6.2,3,"si.supp",4,6.2,5,5,2,"5fda9402-d806-05e1-a582-1b7ec3a6efa0","To earn gift cards mostly.","No thank you"
1,1,2,2,2,2,2,1,2,1,2,5,5,5,5,2,3,3,4,3,4,3,4,"m.supp",3,6.7,3,"si.supp",4,7.4,5,2,5,"5fda94aa-a2c0-cab9-cb35-0b42a7249ded","Extra money",NA
16,4,2,2,2,6,3,3,3,3,5,5,6,5,3,6,1,4,4,2,5,3,6,"m.supp",4,7.3,3,"si.supp",5,8.9,5,5,3,"5fda94c5-45ee-3842-3b4a-b4c11cb7d343","2018","no further comment"
45,1,1,2,4,6,1,1,1,1,4,6,6,6,6,6,6,1,1,1,6,1,1,"m.opp",3,6,2,"control",3,5.5,5,4,4,"5fda9513-8e8e-53d9-9a19-88a124e8cc76","Get free gold for baseball ","I enjoyed the questions "
45,1,1,2,4,6,1,1,1,1,4,6,6,6,6,6,6,1,1,1,6,1,1,"m.opp",3,6,2,"control",3,5.5,5,4,4,"5fda9513-8e8e-53d9-9a19-88a124e8cc76","Get free gold for baseball ","I enjoyed the questions "
22,1,1,2,2,3,1,1,1,2,2,1,1,5,5,6,6,4,6,1,1,4,5,"m.opp",3,5.7,7,"si.opp",3,4,1,2,2,"5fda968b-17a7-41e0-1f12-1b5e1ec2f194",NA,"None"
22,1,1,2,2,3,1,1,1,2,2,1,1,5,5,6,6,4,6,1,1,4,5,"m.opp",3,5.7,7,"si.opp",3,4,1,2,2,"5fda968b-17a7-41e0-1f12-1b5e1ec2f194",NA,"None"
34,1,2,2,6,5,4,3,3,3,2,5,5,5,6,6,3,1,4,1,6,2,3,"si.opp",4,7,3,"m.supp",4,7,5,5,6,"5fda94dd-7637-e019-9c90-7c39136b306d","Extra money",NA
47,1,2,2,2,7,1,1,1,1,5,6,6,6,6,6,6,3,3,3,3,4,1,"si.supp",5,7.3,3,"si.supp",5,7.3,5,5,2,"5fda968c-fd12-9aa5-9000-d8a30c71d110","I like giving my opinion and providing feedback on products and topics.","It was a fun survey."
34,3,2,2,6,1,1,2,2,2,2,5,5,5,6,6,6,3,2,1,5,4,2,"si.opp",4,7.3,3,"si.opp",4,7.4,5,5,1,"5fda9686-809b-b2ab-7124-ca0348033d3a","For funds",NA
47,1,2,2,6,2,3,3,3,3,2,5,5,6,5,4,5,2,5,2,5,1,4,"si.opp",3,5,3,"m.supp",3,5,5,5,1,"5fda969f-66ad-b479-9418-35204ed4ce43","Extra money","no comment"
1,1,2,2,1,2,2,2,2,2,4,6,5,6,5,6,4,6,6,4,6,6,6,"m.supp",5,8.4,1,"control",5,8.3,5,5,1,"5fda97da-3820-0c27-4f1a-7fbd9307f568","Gain more $","Shorten it"
12,1,1,2,2,7,3,1,2,2,3,6,5,4,6,6,5,4,4,4,6,2,4,"m.opp",2,3.7,3,"si.supp",4,6.4,5,5,2,"5fda960e-564f-8310-9887-e49641fca520","entertainment, point bonus",NA
32,1,2,2,2,7,1,2,1,2,2,6,6,6,5,6,6,3,6,6,5,4,5,"m.opp",5,8.2,3,"control",5,8.9,5,5,6,"5fda98cd-ccc0-8cf8-2081-0d3feb6a5182","Rewards",NA
15,1,2,2,2,7,1,2,1,2,5,5,2,4,5,6,5,4,5,3,6,5,3,"si.supp",4,6.4,3,"si.supp",2,2.9,5,5,2,"5fda98f6-1462-d6b7-2b2a-f7700232aca4","rewards",NA
20,4,2,2,2,5,1,1,2,1,4,1,2,3,4,4,5,4,5,5,1,1,4,"si.supp",4,7.7,3,"si.opp",4,8.6,3,5,1,"5fda9b29-c2b9-95c3-0aca-3cda21135129","Money ",NA
14,1,1,2,1,6,1,1,1,1,4,4,4,3,4,6,4,5,5,5,5,4,3,"m.supp",3,6,3,"m.opp",4,5.9,5,4,2,"5fda99d3-0dd4-15b7-f075-ee4e6d3c7704","Free gift cards","Avg survey questions "
23,1,1,2,1,7,1,1,1,1,5,4,4,4,5,5,5,4,4,4,5,5,5,"si.supp",4,8.2,3,"si.opp",4,8.1,5,5,2,"5fda9b4d-072b-da68-b51d-e4cd048be9d0","Good","Nothing "
21,1,2,2,1,7,2,2,2,2,4,5,5,5,5,6,5,2,5,2,5,2,4,"control",4,7.3,3,"control",4,7.3,5,5,3,"5fda9a5a-4cd2-638b-6634-cd078d8d436c","2018",NA
8,1,1,2,3,1,1,2,2,2,3,4,3,6,4,6,5,4,6,3,6,4,6,"si.supp",3,6.3,3,"m.opp",2,7.4,5,1,3,"5fda9bae-7d6b-771a-5d08-4b85e0d722c4","This year ",NA
24,1,2,2,1,5,1,2,1,1,5,6,3,2,5,5,1,2,6,1,6,5,2,"si.supp",4,6.9,3,"si.opp",4,6.5,5,5,2,"5fda97df-2534-9fd7-2512-ed0161d0ccdb","because I liked providing my opinion and earning points for those opinions to win prizes and rewards",NA
19,1,1,2,6,2,3,2,1,2,1,6,6,6,6,5,6,1,3,1,6,1,2,"m.opp",5,8.5,3,"m.supp",4,7,5,5,2,"5fda9b36-77d6-3cc1-8665-6bf150aca75d","I was looking to pass the time after I first moved to where I live",NA
9,6,2,2,1,2,3,3,3,3,1,4,3,3,4,6,3,1,4,1,6,1,4,"control",3,5.3,3,"control",3,5.5,1,5,1,"5fda9bf5-dd59-10a7-3c60-dbd9a3817170","Make extra money ",NA
36,1,1,2,1,3,2,1,2,1,1,6,5,5,6,1,5,1,1,2,6,1,1,"control",5,8.1,3,"control",5,8.6,5,2,3,"5fda9c2f-d5e7-e130-34a1-7a78990b8865","To help research","Nonr"
14,4,1,2,2,3,1,1,1,1,4,5,5,5,6,6,6,6,6,4,1,6,6,"m.supp",5,10,3,"m.opp",5,10,5,5,1,"5fda9e4b-0a29-12ed-3423-f361f29e46c8",NA,NA
26,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"si.supp",1,5.9,3,"m.supp",3,7.1,1,1,1,"5fda9ef5-86db-24f6-d8b0-cefb82a07ecd","To do something ",NA
13,2,1,2,2,2,3,1,1,2,2,5,3,6,4,5,6,1,1,1,1,5,6,"control",2,7.1,7,"m.opp",4,7,4,3,2,"5fdaa057-d9a2-efe4-c405-9804f43df0a1","To make some extra money ",NA
13,2,1,2,2,2,3,1,1,2,2,5,3,6,4,5,6,1,1,1,1,5,6,"control",2,7.1,7,"m.opp",4,7,4,3,2,"5fdaa057-d9a2-efe4-c405-9804f43df0a1","To make some extra money ",NA
29,1,1,2,2,6,2,1,2,1,3,3,4,4,5,6,3,2,4,3,6,1,2,"control",4,7.5,3,"m.supp",5,9,5,3,2,"5fdaa051-d0e8-7b57-c5c3-d3a942f702a0","reward points",NA
17,1,1,2,2,6,1,1,1,1,5,5,5,4,5,6,6,5,5,4,5,5,6,"m.opp",5,8.6,3,"m.supp",4,7.3,1,3,1,"5fdaa10c-69ae-85e2-f08e-ec8406a4c8f3","GREA","GREAT"
1,1,1,2,5,2,3,2,2,1,3,6,5,3,4,2,2,5,4,2,4,4,2,"si.supp",2,4.6,4,"si.opp",3,2.3,4,3,4,"5fdaa119-6d3b-4933-ba92-5ac8c3518cf8",NA,"Nothing I am good"
1,3,2,2,2,2,1,1,1,1,2,6,4,2,4,5,2,5,3,4,4,4,3,"m.supp",3,4.3,3,"si.opp",3,1,3,3,3,"5fdaa118-6901-0aef-3e30-21a277681b82","8 really like it","1"
23,1,1,2,2,6,2,1,1,1,5,4,4,5,4,4,4,5,4,3,NA,NA,NA,"m.opp",4,6.2,1,"m.opp",4,7.3,5,4,1,"5fdaa1d1-1534-cc7b-dc5d-e993f1801566","Because I needed a side gig","No comments on this thanks"
1,4,2,2,3,3,2,1,2,1,3,3,2,3,3,2,2,3,1,2,3,3,2,"control",1,4.3,3,"si.supp",1,5.6,3,2,3,"5fdaa2ae-309d-5bea-8823-52f3a67fc65e","September ","Nope"
31,2,2,2,6,2,1,1,3,1,3,2,1,6,4,4,5,1,1,3,5,1,2,"si.opp",3,6.9,3,"control",3,3.8,5,5,2,"5fda9f6c-db08-e3f1-31b6-1176b0bc1d35","to get points","actually t wasn't too bad and it for once basically only took the amount of time that it said it would"
1,8,3,2,6,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,"m.opp",3,2.9,3,"si.opp",3,5.4,7,1,6,"5fdaa43b-f2a4-41bf-5a25-8d2ac5c1ab04","Curious","No comment"
19,1,1,2,2,3,2,2,3,3,1,4,3,4,3,4,4,2,5,4,4,1,4,"si.supp",3,6.3,4,"control",3,6.7,3,4,5,"5fdaa3e4-abf1-7443-8156-209909169b9a","For gift cards","None"
1,4,2,2,2,5,3,2,1,2,3,4,3,4,3,4,4,4,4,3,3,3,4,"control",3,7.4,3,"m.opp",4,5.5,5,3,2,"5fdaa50b-a546-e2fc-5c6f-f5d21fb1d611","I got introduced","I think this was good"
35,1,2,2,1,3,1,1,1,1,4,5,5,6,5,6,3,4,5,1,6,5,3,"m.opp",5,9.6,3,"si.opp",5,10,5,4,1,"5fdaa21e-0721-c429-862e-90004a424681","I lost my job.","Great quality of questions."
34,1,1,2,6,2,1,1,1,2,1,5,5,5,5,5,6,1,5,1,5,2,5,"control",4,8.2,3,"m.supp",4,8.2,5,5,4,"5fdaa3f0-bf73-757e-7b8e-f15b1089f48d","A online friend told me about surveys since he knows about me being unemployed for a long period and I was struggling to earn money.","Thanks for a interesting political survey. Easy to understand questions and options. Survey page and server worked well. Thanks again and have a good day, stay safe and happy holidays."
15,1,1,2,2,4,4,2,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,"m.supp",3,4.2,3,"si.opp",3,3.8,5,5,1,"5fdaa70f-49a7-f42b-8884-bd682062498d","Extra money",NA
1,1,1,2,3,2,2,2,2,2,5,4,5,5,2,5,3,4,6,5,6,4,3,"m.opp",4,8.4,3,"m.opp",2,3.8,5,1,1,"5fdaa71d-c34f-9cdf-6cee-34a84d08f224","Money",NA
25,6,2,2,1,7,1,1,1,2,2,4,4,5,6,5,4,2,4,4,5,2,1,"m.supp",4,8.2,3,"si.supp",4,7.9,5,1,1,"5fdaa6b9-2a47-8b9a-60ce-5bb9c465fa4a","3 days ago. ",NA
32,1,1,2,6,2,1,1,1,2,3,5,5,5,6,6,3,3,5,4,6,4,1,"control",4,8.4,3,"m.opp",4,8.6,5,5,1,"5fdaa968-1929-531b-4564-557362eacd1d","To try to earn a little money and make a difference at the same time","Nothing I can think of today, thanks!"
27,1,1,2,2,3,1,1,1,1,5,4,4,3,3,3,4,2,3,2,3,4,2,"control",3,5.9,3,"control",3,5,1,5,1,"5fdaab75-be4e-f682-d1b7-a96c6e683861","Money","None"
13,1,1,2,6,2,1,1,1,2,1,3,4,4,4,6,6,2,4,2,3,3,3,"m.opp",3,7.3,3,"m.opp",3,4.2,3,5,3,"5fdaacbe-e90a-ded6-a0ae-d96d0e6a224b","To have fun",NA
1,1,1,2,2,4,1,1,1,1,4,5,5,5,6,5,5,2,4,2,3,5,2,"si.supp",5,9.4,3,"m.supp",5,9.2,5,1,2,"5fdaabe8-ecdb-fc48-902a-66fa296ca177","To get rewards in a game",NA
15,1,1,2,2,5,2,2,2,2,4,6,4,4,4,3,6,3,4,4,3,4,4,"si.opp",3,5.6,3,"si.supp",4,7,5,4,2,"5fdaacf9-07b5-8ade-6cb8-ac8dfe9459d0","To make a side income",NA
