id,text,page,type,choices,choiceNames,reverse,placeholder,min,max,disabled,checkType,width,height,inline,randomize
NA,"<p style=""text-align:center;""><img src=""logo.png"" alt=""Logo""></p>",1,HTML,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0
NA,<br>,1,HTML,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0
ideol.follow,Would you call yourself very liberal or somewhat liberal?,1,radioButtons,"1,2","Very liberal,Somewhat liberal",NA,NA,NA,NA,1,is.null,700px,NA,0,0
