id,text,page,type,choices,choiceNames,reverse,placeholder,min,max,disabled,checkType,width,height,inline,randomize
ideol.follow,Would you call yourself very conservative or somewhat conservative?,1,radioButtons,"1,2","Very conservative,Somewhat conservative",NA,NA,NA,NA,1,is.null,500px,NA,0,0
