id,text,page,type,choices,choiceNames,reverse,placeholder,min,max,disabled,checkType,width,height,inline,randomize
pid.follow,Would you call yourself a strong Republican or a not very strong Republican?,1,radioButtons,"1,2","Strong,Not very strong",NA,NA,NA,NA,1,is.null,500px,NA,0,0
